id,Station,s,x,y,"Attempts or threats to murder, assaults, harassments and related offences 2010","Attempts or threats to murder, assaults, harassments and related offences 2011","Attempts or threats to murder, assaults, harassments and related offences 2012","Attempts or threats to murder, assaults, harassments and related offences 2013","Attempts or threats to murder, assaults, harassments and related offences 2014","Attempts or threats to murder, assaults, harassments and related offences 2015",Dangerous or negligent acts 2010,Dangerous or negligent acts 2011,Dangerous or negligent acts 2012,Dangerous or negligent acts 2013,Dangerous or negligent acts 2014,Dangerous or negligent acts 2015,Kidnapping and related offences 2010,Kidnapping and related offences 2011,Kidnapping and related offences 2012,Kidnapping and related offences 2013,Kidnapping and related offences 2014,Kidnapping and related offences 2015,"Robbery, extortion and hijacking offences 2010","Robbery, extortion and hijacking offences 2011","Robbery, extortion and hijacking offences 2012","Robbery, extortion and hijacking offences 2013","Robbery, extortion and hijacking offences 2014","Robbery, extortion and hijacking offences 2015",Burglary and related offences 2010,Burglary and related offences 2011,Burglary and related offences 2012,Burglary and related offences 2013,Burglary and related offences 2014,Burglary and related offences 2015,Theft and related offences 2010,Theft and related offences 2011,Theft and related offences 2012,Theft and related offences 2013,Theft and related offences 2014,Theft and related offences 2015,"Fraud, deception and related offences 2010","Fraud, deception and related offences 2011","Fraud, deception and related offences 2012","Fraud, deception and related offences 2013","Fraud, deception and related offences 2014","Fraud, deception and related offences 2015",Controlled drug offences 2010,Controlled drug offences 2011,Controlled drug offences 2012,Controlled drug offences 2013,Controlled drug offences 2014,Controlled drug offences 2015,Weapons and Explosives Offences 2010,Weapons and Explosives Offences 2011,Weapons and Explosives Offences 2012,Weapons and Explosives Offences 2013,Weapons and Explosives Offences 2014,Weapons and Explosives Offences 2015,Damage to property and to the environment 2010,Damage to property and to the environment 2011,Damage to property and to the environment 2012,Damage to property and to the environment 2013,Damage to property and to the environment 2014,Damage to property and to the environment 2015,Public order and other social code offences 2010,Public order and other social code offences 2011,Public order and other social code offences 2012,Public order and other social code offences 2013,Public order and other social code offences 2014,Public order and other social code offences 2015,"Offences against government, justice procedures and organisation of crime 2010","Offences against government, justice procedures and organisation of crime 2011","Offences against government, justice procedures and organisation of crime 2012","Offences against government, justice procedures and organisation of crime 2013","Offences against government, justice procedures and organisation of crime 2014","Offences against government, justice procedures and organisation of crime 2015"
20256,Carrick-On-Suir, Tipperary ,240263,121953,30,36,30,42,26,31,19,26,22,16,12,9,1,0,0,0,1,0,2,2,3,4,1,2,55,38,39,46,47,25,108,104,76,102,80,83,4,9,6,5,7,3,70,79,59,56,38,27,7,7,3,8,4,4,64,72,31,37,32,54,62,78,50,74,43,70,13,17,16,27,15,8
20262,Cashel, Tipperary ,207497,140510,31,35,21,30,28,30,27,25,12,15,26,22,1,0,4,1,0,0,0,3,2,0,0,2,27,39,42,45,31,23,57,69,78,99,87,89,3,8,4,1,6,8,31,21,15,17,15,7,6,2,1,2,1,1,62,30,34,37,21,30,51,39,31,39,29,32,14,13,13,17,15,19
20263,Clogheen, Tipperary ,200368,113860,5,4,7,4,4,3,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,8,5,8,7,8,12,13,16,7,0,1,1,0,0,0,6,2,2,3,0,3,2,1,0,0,0,1,4,5,7,7,5,2,4,6,5,3,5,1,1,1,3,0,0,2
20251,Clonmel, Tipperary ,220495,122492,83,91,70,72,94,107,97,60,48,58,65,51,1,1,2,0,1,0,11,11,18,8,8,6,109,93,157,162,118,106,321,270,343,333,319,327,24,18,13,19,14,26,145,136,159,151,201,196,30,23,17,31,21,25,163,159,137,126,117,94,414,269,253,227,269,202,37,26,23,27,28,33
20267,Cloughjordan, Tipperary ,197379,187871,0,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,1,5,3,5,5,1,8,9,0,0,1,0,0,0,2,1,1,0,1,3,1,0,0,0,0,0,4,5,1,3,4,2,1,0,2,1,1,0,0,1,0,0,0,0
20268,Dolla, Tipperary ,187091,171770,2,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,6,5,6,6,7,1,2,11,11,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,2,3,2,3,2,1,1,0,1,5,0,1,0,0,0,0,0,0
20282,Emly, Tipperary ,175977,134865,4,2,3,5,2,1,0,1,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,11,0,3,8,4,9,8,5,5,0,1,1,1,0,0,2,0,0,1,1,6,0,0,0,1,0,0,4,6,6,4,5,4,1,2,2,4,2,5,2,3,2,1,1,0
20255,Fethard, Tipperary ,220818,134991,22,14,12,15,9,6,7,14,6,11,8,9,0,0,0,0,1,0,1,0,0,1,0,0,19,35,28,27,28,25,22,20,23,43,15,19,0,1,2,2,2,0,6,13,11,13,10,12,7,3,2,4,1,1,35,30,15,23,25,17,25,15,18,30,20,12,3,2,3,1,0,2
20283,Golden, Tipperary ,201089,138327,4,0,5,2,1,1,2,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,13,8,11,4,6,8,10,13,17,14,6,0,0,1,0,0,1,2,3,3,1,1,1,0,1,0,0,0,0,7,6,1,1,3,1,1,1,1,1,2,1,0,0,0,0,0,1
20245,Holycross, Tipperary ,208653,154560,2,0,5,2,1,6,8,6,3,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,5,18,12,12,11,5,14,24,9,13,7,7,1,0,0,1,0,0,2,4,1,4,10,4,0,0,2,1,0,0,8,11,6,6,2,8,4,7,5,0,5,2,0,0,0,0,0,0
20246,Killenaule, Tipperary ,222234,146362,4,14,6,9,6,10,14,9,3,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,27,24,24,23,12,10,50,39,35,25,29,17,1,0,1,0,0,2,10,8,7,2,11,4,1,1,1,3,4,0,13,17,24,12,12,12,14,13,8,11,8,8,0,0,1,2,1,3
20252,Kilsheelan, Tipperary ,228676,123360,2,1,2,4,0,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,10,14,4,8,9,13,10,6,6,1,1,0,0,1,1,3,3,0,2,5,2,0,0,0,0,1,0,6,5,1,3,4,1,4,3,4,2,3,3,0,0,1,0,0,0
20250,Littleton, Tipperary ,217994,154377,4,3,3,2,2,5,3,2,5,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,8,19,13,7,5,9,30,10,11,20,24,27,2,1,0,1,1,0,2,4,3,4,3,4,0,1,0,2,0,2,8,18,8,8,17,11,6,6,4,8,14,8,1,2,0,1,1,2
20133,Lorrha, Tipperary ,191871,204759,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,1,1,4,9,10,4,4,6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,1,3,1,1,0,4,3,0,1,1,0,0,0,0,0
20279,Moneygall, Tipperary ,203184,181119,3,0,2,3,2,0,4,3,0,4,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,4,2,2,14,3,3,3,8,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,4,3,6,4,1,2,3,5,0,0,0,0,0,0
20275,Moyne, Tipperary ,219362,164795,2,2,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,5,4,0,8,7,9,7,6,4,0,0,0,0,0,0,2,0,1,4,4,2,0,0,0,0,0,0,2,2,1,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0
20253,Mullinahone, Tipperary ,233619,139931,4,7,5,1,0,4,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,6,12,13,8,12,7,15,5,12,14,10,1,2,2,1,0,1,4,3,7,2,3,8,1,0,1,0,0,1,3,9,2,9,3,5,7,7,1,6,3,6,0,0,0,1,0,0
20264,Nenagh, Tipperary ,186608,179243,49,46,38,49,34,52,63,49,47,52,39,50,0,1,0,1,0,1,1,2,2,2,4,3,41,51,45,57,56,54,183,151,148,163,173,180,18,18,16,15,18,11,49,42,40,48,88,67,11,9,9,17,1,9,55,59,39,50,43,71,195,185,149,121,114,112,25,20,22,26,25,35
20702,Newport, Tipperary ,172589.81,162209.57,11,9,6,4,6,6,12,6,9,7,14,5,0,0,0,0,0,0,0,0,2,1,1,1,20,17,11,20,14,12,56,38,36,38,44,61,4,6,2,3,5,2,7,9,12,8,5,10,2,1,4,1,0,1,22,13,11,8,11,13,18,11,10,13,11,8,1,4,4,5,2,4
20269,Portroe, Tipperary ,176239,181245,0,2,3,2,2,8,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,11,3,2,6,5,15,7,8,14,0,0,0,0,1,0,1,0,1,0,1,8,0,0,0,0,0,0,4,5,5,2,2,6,2,3,3,0,1,0,0,0,0,0,0,0
20274,Roscrea, Tipperary ,213573,189469,28,16,22,18,13,25,27,19,12,8,18,15,0,0,0,0,0,0,0,1,0,0,0,0,36,41,38,31,50,40,94,63,42,43,63,58,13,5,21,8,9,5,41,18,17,3,45,19,11,5,5,3,10,9,41,20,28,20,16,28,108,93,80,59,55,44,22,10,5,2,5,5
20278,Shevry, Tipperary ,196862,159490,0,0,3,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,2,3,5,1,2,0,1,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
20276,Templederry, Tipperary ,194987,169197,0,4,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,2,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
20272,Templemore, Tipperary ,211174,171709,17,22,12,12,11,12,6,14,11,2,6,5,0,0,0,0,0,0,0,1,1,0,0,3,15,24,17,23,17,19,27,53,36,42,51,44,3,7,1,3,1,3,16,12,4,6,11,7,7,4,0,3,0,1,21,23,16,17,15,20,34,39,41,22,23,50,6,7,1,1,2,5
20273,Templetuohy, Tipperary ,218933,171028,4,2,7,0,1,0,1,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,7,3,1,6,3,3,2,6,8,6,5,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,4,3,2,2,2,13,2,3,1,3,2,0,0,0,0,0,0
20243,Thurles, Tipperary ,212773,158257,72,58,55,60,41,66,74,56,37,47,50,54,0,0,0,0,0,2,0,1,1,1,2,0,50,58,60,69,54,33,202,163,132,129,132,142,18,12,8,10,10,40,58,39,35,70,50,41,10,9,4,9,1,6,85,91,81,77,48,66,306,323,235,195,192,169,30,23,25,26,19,27
20280,Tipperary, Tipperary ,188981,136034,50,61,45,38,41,38,44,37,40,43,33,29,0,0,1,0,0,0,1,2,3,6,3,1,41,50,49,54,41,43,130,134,140,138,150,116,19,12,16,7,4,11,41,38,31,29,32,42,13,3,8,10,10,4,87,68,129,97,67,66,166,160,201,152,149,130,15,14,13,27,16,31
20270,Toomevara, Tipperary ,197590,177601,2,4,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,4,8,2,38,12,5,7,9,9,1,0,0,0,0,0,2,0,1,0,1,2,1,1,0,0,1,0,6,3,0,1,4,3,2,2,0,1,1,3,0,0,0,0,0,1
20217,Aglish, Waterford ,212252,91029,4,2,1,2,3,3,0,2,2,6,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,9,5,3,5,4,5,10,8,5,4,5,0,2,0,0,1,0,1,2,0,0,0,4,0,0,0,0,0,0,4,4,4,5,3,4,0,1,0,5,4,1,1,0,0,0,0,0
20218,An Rinn, Waterford ,227969,88510,0,5,0,2,0,1,3,2,2,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,8,2,4,1,4,4,6,4,3,5,3,6,1,0,0,0,0,1,0,2,2,1,2,2,0,0,1,0,0,0,4,4,2,0,4,3,3,1,3,6,6,2,0,1,0,0,1,0
20334,Ardmore, Waterford ,218736,77633,2,1,1,1,6,3,2,2,1,2,0,5,0,0,0,0,0,0,1,1,0,0,0,0,4,13,5,10,5,16,11,11,11,12,15,7,0,1,0,0,0,1,5,6,0,2,3,1,0,0,0,1,1,0,3,7,6,5,3,3,6,9,10,5,4,6,1,0,0,0,0,0
20216,Ballymacarberry, Waterford ,219322,112821,6,6,2,3,6,2,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,10,8,7,11,21,23,30,2,9,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,7,4,8,6,2,3,3,9,5,10,6,3,0,1,0,0,0,0
20214,Cappoquin, Waterford ,210611,99293,5,9,8,4,13,13,3,4,4,6,2,3,0,0,0,0,0,0,0,1,1,0,1,0,15,17,12,15,10,15,22,23,18,14,18,21,1,0,0,1,3,1,1,3,1,2,3,8,1,3,0,1,0,0,8,16,25,24,11,18,8,17,15,19,10,5,1,1,0,2,0,0
20213,Dungarvan, Waterford ,225790,92872,99,95,96,65,69,83,45,41,40,39,32,40,2,1,1,0,0,1,3,7,4,3,1,3,43,83,66,61,55,53,229,199,166,202,185,219,12,10,14,15,14,18,91,89,61,73,92,52,12,7,21,8,13,11,163,100,101,120,68,84,259,251,262,268,233,184,14,20,39,21,17,8
20207,Dunmore East, Waterford ,268990,100038.01,8,16,4,6,14,6,8,5,9,9,4,5,0,0,0,0,0,0,0,0,0,0,1,0,18,8,16,12,19,14,44,28,24,30,17,48,0,0,1,3,0,0,3,4,5,5,3,4,0,0,2,0,0,0,32,25,13,14,9,17,25,42,15,20,10,6,0,0,1,2,0,0
20208,Ferrybank, Waterford ,261416,113191,23,36,21,35,20,17,14,18,28,18,20,12,2,0,0,2,0,0,5,1,1,5,1,1,39,38,31,33,48,36,56,64,79,55,73,61,3,5,7,7,8,3,29,22,26,15,15,9,1,1,7,4,0,0,70,32,31,51,31,37,38,46,48,35,13,28,8,10,6,4,3,10
20221,Kill Co Waterford, Waterford ,245534,102988,5,3,4,3,3,11,1,5,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,7,19,12,3,3,6,23,26,6,11,10,10,0,0,0,0,1,0,6,4,2,1,3,0,0,0,0,0,0,0,17,12,13,4,8,8,3,2,4,1,5,6,0,0,0,0,1,0
20222,Kilmacthomas, Waterford ,239610,106150,3,15,8,7,6,9,5,5,6,5,5,3,0,0,0,1,0,0,0,0,1,0,1,0,20,19,11,7,2,12,22,21,25,33,19,18,2,1,0,0,1,1,2,3,5,5,4,2,9,1,2,0,1,0,22,19,16,8,9,7,10,16,10,15,3,5,0,1,0,1,0,1
20223,Kilmeaden, Waterford ,251615,110718,3,0,2,2,2,3,7,5,6,5,5,4,0,0,0,0,0,0,0,1,0,0,1,0,11,9,8,4,5,8,24,15,25,13,19,13,5,0,2,1,0,1,0,4,4,1,1,4,2,1,1,1,0,0,6,8,9,4,8,2,5,4,3,3,1,1,0,0,2,1,2,1
20226,Leamybrien, Waterford ,232780,101998,5,7,2,5,4,4,9,3,5,3,6,1,0,0,0,0,0,0,1,0,0,0,0,0,18,20,5,10,7,5,15,18,43,22,14,19,0,0,0,1,1,1,2,0,4,3,2,1,2,1,1,0,0,0,10,11,14,6,4,11,4,13,7,2,4,5,3,0,0,3,0,0
20219,Lismore, Waterford ,204465,98258,14,4,11,10,11,3,6,1,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,13,13,3,11,15,20,16,14,18,17,19,15,3,1,1,3,4,2,6,3,0,2,5,0,7,1,1,0,0,0,16,11,10,6,14,9,21,11,10,9,8,5,2,2,5,1,2,1
20209,Passage East, Waterford ,270220,110160,2,1,2,4,1,1,2,3,2,1,5,1,0,0,0,0,0,0,0,2,0,0,1,0,15,4,4,6,7,9,32,14,17,11,13,13,1,0,1,0,0,1,5,8,1,7,0,0,1,0,0,1,2,0,4,11,7,4,0,6,5,4,1,3,4,0,0,0,0,0,0,0
20224,Portlaw, Waterford ,246617,115121,11,20,14,6,3,12,2,2,4,5,1,4,0,0,0,0,0,0,1,0,1,2,0,0,8,17,10,5,4,9,25,20,31,23,10,25,1,0,0,1,0,1,6,9,8,6,4,4,2,0,1,0,1,2,22,21,26,9,12,8,13,11,8,19,12,14,2,1,1,0,0,1
20225,Rathgormack, Waterford ,233897,117376,1,14,0,3,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,8,4,17,15,13,15,12,12,1,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,5,11,9,5,5,6,0,3,0,2,2,0,0,0,0,0,1,0
20215,Tallow, Waterford ,199549,93475,4,2,6,2,3,10,3,4,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,15,14,6,3,8,11,9,8,8,8,0,0,1,0,2,0,4,3,7,3,0,2,0,0,0,0,0,0,8,14,6,4,0,5,2,4,13,8,4,3,0,1,3,0,0,1
20220,Tramore, Waterford ,257984,101354,66,51,59,51,50,64,27,38,21,19,25,20,0,0,0,1,1,0,3,3,6,3,1,2,56,39,51,51,42,52,138,148,126,110,104,108,7,4,5,7,4,5,36,44,44,33,45,27,7,8,7,5,4,3,115,99,67,72,69,71,147,121,113,125,108,123,0,5,7,7,9,12
20206,Waterford, Waterford ,260568.78,112370.58,331,332,356,302,272,342,173,125,149,97,114,102,2,0,1,2,2,6,66,73,69,54,28,27,450,380,490,556,582,541,1411,1304,1479,1331,1327,1242,67,73,83,63,54,71,570,515,394,275,255,251,97,70,86,63,45,43,828,684,673,599,506,562,1077,950,755,667,557,583,435,398,191,106,103,109
22222,Glasson, Westmeath,209112,246838,3,4,5,3,7,3,4,4,3,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,12,21,11,12,19,8,20,27,19,22,17,15,0,1,0,1,2,2,2,1,1,0,2,0,0,0,0,0,0,0,4,5,1,10,5,7,3,1,1,4,2,3,0,2,1,0,0,0
2089,Athlone, Westmeath ,203723,241436,140,126,113,105,109,98,76,59,57,41,38,39,1,0,0,0,0,4,13,11,13,12,12,6,144,205,174,264,276,146,497,476,497,481,475,454,39,29,36,33,33,37,143,119,119,58,76,88,31,16,24,16,26,27,218,181,197,186,210,156,444,420,302,259,196,229,43,43,56,34,39,41
2091,Ballymore, Westmeath ,221174,249031,2,3,3,3,2,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,11,8,12,9,5,9,9,20,10,11,4,0,0,2,1,1,1,0,0,0,1,0,1,0,1,0,0,2,1,7,4,1,1,2,1,0,1,2,3,3,1,0,2,0,0,0,1
20107,Ballynacargy, Westmeath ,230848,259684,6,4,1,3,6,3,3,1,8,6,1,4,0,0,0,0,0,0,1,0,1,0,0,0,18,16,10,20,7,4,20,25,16,9,7,5,2,1,0,4,1,1,1,3,1,0,0,2,0,1,1,0,0,0,7,11,4,4,7,7,3,7,8,2,2,3,0,0,0,2,2,1
20108,Castlepollard, Westmeath ,246529,270072,5,6,13,6,1,1,7,9,4,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,41,40,16,29,8,21,42,40,36,42,28,25,1,3,3,2,1,2,5,6,1,5,2,1,2,1,0,0,0,0,20,19,13,15,12,4,8,11,10,3,6,2,7,3,0,3,0,1
2088,Delvin, Westmeath ,260269,263101.01,10,14,13,4,9,3,15,13,8,6,3,5,1,0,0,0,0,0,2,0,0,0,1,0,32,34,26,23,8,18,29,39,40,28,25,31,1,1,0,3,3,3,0,4,1,28,62,87,0,2,1,1,2,0,18,20,20,9,6,7,21,14,28,20,12,12,1,2,5,1,4,1
2093,Kilbeggan, Westmeath ,233387,235463,3,10,16,5,7,7,7,12,11,7,3,4,0,0,0,0,0,0,0,0,0,0,0,2,39,29,30,33,18,13,49,48,35,60,46,38,0,1,5,2,3,4,1,2,0,3,0,4,0,2,0,1,0,0,24,19,11,14,10,9,10,11,5,10,5,9,1,0,0,2,2,3
2084,Killucan, Westmeath ,257122,251959,8,9,6,2,6,7,3,4,4,4,7,5,0,0,0,0,0,0,1,0,0,2,1,0,16,10,24,21,6,4,30,26,17,10,12,8,3,2,20,1,1,1,1,2,4,1,2,3,0,0,0,0,0,1,20,14,16,12,6,6,11,7,10,8,2,6,2,0,0,1,3,2
2085,Kinnegad, Westmeath ,259649,245446,15,20,18,7,14,22,15,15,8,5,16,17,0,0,0,0,0,0,1,4,0,0,4,2,24,22,39,22,8,16,36,39,41,51,48,50,5,1,4,3,7,5,5,7,2,6,8,16,3,1,0,2,2,1,54,37,21,21,18,13,47,32,19,21,18,27,8,2,2,0,1,10
2094,Moate, Westmeath ,217710,238405,17,7,13,7,10,5,10,13,11,5,4,6,0,0,0,0,0,0,1,0,0,1,0,0,19,24,23,28,22,16,30,38,35,28,22,28,3,2,7,8,2,3,6,7,5,6,4,3,2,3,1,0,2,3,25,8,17,22,17,17,31,22,8,15,6,9,1,0,1,0,5,0
2083,Mullingar, Westmeath ,243426,253036,127,135,109,95,121,145,113,85,109,83,93,100,3,0,0,1,0,1,12,12,8,11,10,14,140,125,167,165,161,81,474,436,458,497,457,438,40,36,48,30,45,45,136,98,128,184,196,230,24,16,15,16,19,15,335,287,289,235,249,222,489,411,479,480,382,317,150,109,134,130,121,133
20109,Multyfarnham, Westmeath ,240257,263975,4,4,1,3,4,2,6,7,4,2,2,6,0,0,0,0,0,0,0,1,0,0,0,0,8,8,9,14,19,2,28,22,9,16,23,12,0,3,2,0,0,0,0,2,1,1,0,4,0,1,0,0,0,0,6,10,4,4,10,7,2,1,4,2,1,2,0,0,1,0,0,0
2086,Rochfortbridge, Westmeath ,246475,240552,9,11,10,9,7,3,5,4,5,9,11,10,0,0,0,0,0,0,0,1,0,1,1,1,15,26,21,20,17,5,23,20,33,19,24,27,2,2,2,7,1,2,2,4,5,4,4,12,0,2,1,2,0,1,15,12,23,17,8,8,11,16,27,18,9,10,3,0,5,1,1,0
20193,Ballycullane, Wexford ,279276,114714,4,4,3,4,5,5,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,21,20,14,6,9,13,29,23,15,4,11,1,1,1,0,1,1,6,12,7,5,5,5,1,0,0,0,0,2,11,7,15,6,13,15,4,4,5,3,1,5,1,0,0,0,1,1
20186,Blackwater, Wexford ,312320,133894,3,5,4,4,3,6,3,7,7,10,7,4,0,0,0,0,0,0,1,2,0,1,0,0,27,25,24,54,26,26,46,41,29,70,37,41,1,3,1,0,0,15,11,9,3,7,1,4,1,2,1,0,0,0,16,23,18,26,12,19,6,10,6,13,3,3,2,0,0,0,0,5
20181,Bunclody, Wexford ,290559,156971,22,25,27,15,12,9,8,13,6,6,10,8,0,0,0,0,0,0,0,0,0,2,1,1,18,58,41,73,42,40,55,76,80,84,55,63,1,5,3,5,3,8,1,2,1,2,3,4,0,2,0,1,0,0,30,38,34,22,20,22,30,26,23,13,9,6,2,2,2,1,0,3
20198,Campile, Wexford ,272408,115601,6,6,4,0,4,9,2,5,5,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,13,10,10,8,2,12,9,20,20,12,10,7,0,0,1,0,4,0,5,0,5,1,2,7,2,0,0,0,0,1,13,9,13,4,11,7,4,5,4,2,5,4,1,0,1,1,0,0
20197,Carrickbyrne, Wexford ,284542,124096,3,12,6,2,1,9,18,8,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,17,54,30,24,20,14,36,53,57,21,11,26,0,3,1,0,0,0,4,3,6,3,10,0,1,0,4,0,0,0,12,25,11,12,6,4,5,12,16,6,9,4,0,0,1,0,3,0
20194,Carrick-on-Bannow, Wexford ,286534,110303,19,15,5,7,3,5,5,8,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,30,22,12,15,24,33,21,16,12,16,2,1,2,0,2,1,8,10,6,0,0,6,2,3,1,3,1,4,16,18,3,9,7,5,4,12,8,10,2,3,0,0,1,0,3,1
20175,Castlebridge, Wexford ,305412,126984,11,8,14,6,6,11,6,5,9,4,10,10,0,0,0,0,0,0,0,0,1,0,0,0,9,25,31,49,18,19,76,68,62,52,54,56,10,4,1,0,4,0,6,4,6,3,4,4,0,1,0,3,2,2,28,30,14,17,14,22,10,14,7,10,10,6,2,2,9,1,7,1
20191,Clonroche, Wexford ,287355,133940,9,2,2,1,2,5,2,2,2,1,2,6,0,0,0,0,1,0,0,0,0,0,0,0,12,15,26,25,20,16,29,31,45,33,22,25,4,2,1,1,3,1,6,3,5,2,2,5,2,0,2,1,0,0,19,16,13,14,3,7,10,3,6,7,8,2,1,0,0,0,0,0
20182,Courtown Harbour, Wexford ,319821,156210,14,23,19,20,22,23,22,17,24,15,11,18,0,0,0,0,0,0,3,0,1,5,5,0,54,74,94,92,73,107,64,63,92,84,88,121,0,0,0,2,0,3,8,8,14,13,11,19,1,3,2,6,6,2,26,37,85,39,42,64,22,33,39,38,17,20,4,1,4,1,8,6
20195,Duncannon, Wexford ,273189,108224,12,11,10,11,3,6,8,12,2,4,8,4,0,0,0,0,0,0,0,2,1,0,0,1,15,62,27,27,12,25,35,67,56,31,18,22,2,2,2,2,1,2,7,9,1,7,3,5,1,0,0,0,0,0,11,21,13,18,7,8,9,8,13,6,3,5,1,0,2,3,3,0
20185,Enniscorthy, Wexford ,297114,139729,81,79,80,52,54,86,43,51,60,41,35,27,0,0,0,0,0,0,0,1,1,3,8,2,76,85,101,144,169,173,235,268,251,272,247,232,30,28,44,13,14,20,70,65,41,30,32,36,3,10,8,2,8,5,185,156,144,185,170,185,224,220,203,138,92,93,21,9,11,5,24,20
20187,Ferns, Wexford ,301857,149873,13,7,12,5,2,12,6,5,7,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,23,17,20,29,19,30,40,58,43,34,34,31,3,4,1,0,1,1,8,6,3,2,1,3,1,0,1,0,0,1,23,23,21,26,14,17,17,20,7,12,10,6,0,1,1,2,1,2
20177,Glynn, Wexford ,296565,125474,2,7,7,4,5,0,1,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,13,11,16,8,20,11,9,11,5,0,0,1,0,0,1,4,9,3,0,0,1,0,0,0,0,0,0,7,7,13,5,4,8,3,4,4,1,1,2,0,1,0,1,0,0
20180,Gorey, Wexford ,315223,159527,56,52,60,42,53,54,75,44,45,38,35,40,0,0,2,0,0,0,1,0,2,2,11,1,87,73,130,156,141,107,182,215,212,216,234,222,13,11,16,16,15,15,52,39,35,27,40,54,11,12,11,8,4,7,74,74,94,68,86,92,321,234,192,133,111,103,29,31,43,54,43,58
20176,Kilmore Quay, Wexford ,296930,103875,9,11,19,9,11,17,8,8,13,4,3,5,0,0,0,0,0,0,0,0,0,0,1,0,26,36,45,21,22,30,41,56,44,26,33,35,2,1,1,1,1,1,24,21,11,4,7,2,1,0,1,2,2,2,32,21,31,12,18,20,4,10,12,6,10,10,0,3,6,6,5,6
20192,New Ross, Wexford ,271484,126693,68,66,53,68,47,61,37,45,38,40,35,27,1,1,0,0,0,0,2,0,0,5,4,5,64,77,107,70,76,77,120,170,189,146,134,112,15,12,15,15,12,16,35,51,39,29,32,27,7,7,7,4,2,5,119,134,117,86,66,78,139,128,107,114,93,112,14,17,8,7,4,10
20190,Oulart, Wexford ,309287,140275,10,6,6,4,6,12,8,4,8,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,12,27,9,21,18,26,21,44,21,24,26,20,2,1,1,2,2,2,2,2,1,1,0,1,1,1,1,0,1,0,19,17,17,7,8,13,5,9,6,3,5,2,0,0,0,0,0,2
