id,Station,s,x,y,"Attempts or threats to murder, assaults, harassments and related offences 2010","Attempts or threats to murder, assaults, harassments and related offences 2011","Attempts or threats to murder, assaults, harassments and related offences 2012","Attempts or threats to murder, assaults, harassments and related offences 2013","Attempts or threats to murder, assaults, harassments and related offences 2014","Attempts or threats to murder, assaults, harassments and related offences 2015",Dangerous or negligent acts 2010,Dangerous or negligent acts 2011,Dangerous or negligent acts 2012,Dangerous or negligent acts 2013,Dangerous or negligent acts 2014,Dangerous or negligent acts 2015,Kidnapping and related offences 2010,Kidnapping and related offences 2011,Kidnapping and related offences 2012,Kidnapping and related offences 2013,Kidnapping and related offences 2014,Kidnapping and related offences 2015,"Robbery, extortion and hijacking offences 2010","Robbery, extortion and hijacking offences 2011","Robbery, extortion and hijacking offences 2012","Robbery, extortion and hijacking offences 2013","Robbery, extortion and hijacking offences 2014","Robbery, extortion and hijacking offences 2015",Burglary and related offences 2010,Burglary and related offences 2011,Burglary and related offences 2012,Burglary and related offences 2013,Burglary and related offences 2014,Burglary and related offences 2015,Theft and related offences 2010,Theft and related offences 2011,Theft and related offences 2012,Theft and related offences 2013,Theft and related offences 2014,Theft and related offences 2015,"Fraud, deception and related offences 2010","Fraud, deception and related offences 2011","Fraud, deception and related offences 2012","Fraud, deception and related offences 2013","Fraud, deception and related offences 2014","Fraud, deception and related offences 2015",Controlled drug offences 2010,Controlled drug offences 2011,Controlled drug offences 2012,Controlled drug offences 2013,Controlled drug offences 2014,Controlled drug offences 2015,Weapons and Explosives Offences 2010,Weapons and Explosives Offences 2011,Weapons and Explosives Offences 2012,Weapons and Explosives Offences 2013,Weapons and Explosives Offences 2014,Weapons and Explosives Offences 2015,Damage to property and to the environment 2010,Damage to property and to the environment 2011,Damage to property and to the environment 2012,Damage to property and to the environment 2013,Damage to property and to the environment 2014,Damage to property and to the environment 2015,Public order and other social code offences 2010,Public order and other social code offences 2011,Public order and other social code offences 2012,Public order and other social code offences 2013,Public order and other social code offences 2014,Public order and other social code offences 2015,"Offences against government, justice procedures and organisation of crime 2010","Offences against government, justice procedures and organisation of crime 2011","Offences against government, justice procedures and organisation of crime 2012","Offences against government, justice procedures and organisation of crime 2013","Offences against government, justice procedures and organisation of crime 2014","Offences against government, justice procedures and organisation of crime 2015"
20189,Oylegate, Wexford ,300077,131256,4,5,4,2,1,1,5,8,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,12,19,20,13,27,28,25,16,11,26,16,1,1,0,0,0,1,1,4,2,4,1,1,0,0,0,0,1,1,10,10,6,10,5,7,12,5,3,8,4,2,0,0,0,0,1,1
20179,Rosslare Harbour, Wexford ,313825,112036,5,15,12,11,7,14,8,4,16,5,2,4,0,0,0,0,1,0,0,0,0,0,0,0,27,23,36,38,27,33,28,40,38,30,23,32,2,12,13,12,10,11,10,9,13,12,3,5,0,0,3,1,0,0,18,25,31,29,17,21,14,22,28,15,13,12,2,4,3,4,9,26
20178,Rosslare Strand, Wexford ,310308,114283,11,9,14,4,15,7,7,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,42,19,32,25,43,19,36,41,41,43,37,30,1,2,2,2,2,3,5,11,11,0,5,2,2,0,2,0,1,1,25,19,26,9,16,16,5,8,16,13,10,8,1,0,3,1,1,5
20173,Taghmon, Wexford ,291982,119738,7,10,7,4,8,8,10,9,5,5,3,8,0,0,0,0,0,0,0,0,1,0,0,0,16,31,28,11,36,17,47,54,32,30,18,21,2,1,0,2,1,7,12,16,6,5,5,4,1,1,1,1,0,1,36,30,27,14,33,16,16,24,14,7,12,15,1,5,1,0,1,6
20172,Wexford, Wexford ,304886,121500,103,88,116,101,102,93,79,72,72,32,46,51,2,0,0,2,0,0,9,6,7,4,10,7,134,109,216,160,195,206,402,461,541,469,500,508,28,33,35,50,22,52,187,133,125,99,84,75,16,20,23,12,15,12,230,250,224,216,186,189,326,427,347,308,185,238,119,83,61,44,67,72
20183,Arklow, Wicklow ,324524,173255,87,48,96,80,72,70,40,38,23,26,31,38,0,0,0,1,1,0,6,8,4,6,1,8,75,100,120,108,102,112,272,294,254,231,187,244,27,17,26,11,13,9,91,93,80,91,87,55,19,12,11,9,9,10,130,142,133,112,111,72,180,184,149,145,175,150,128,98,44,37,41,31
20200,Ashford, Wicklow ,327080,197557.01,11,15,11,10,16,33,12,21,13,11,11,16,0,0,0,0,0,0,0,2,0,0,4,0,32,41,39,17,47,23,49,57,47,56,60,96,4,3,7,6,4,3,58,44,47,23,31,23,6,7,5,2,3,2,10,34,18,16,20,23,19,21,16,14,21,8,2,0,3,2,7,1
20205,Aughrim, Wicklow ,312754,179619,2,8,8,14,9,6,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,11,20,21,17,12,12,17,26,11,13,8,15,1,2,1,0,1,0,2,4,4,10,3,2,1,2,2,1,0,1,12,12,16,6,1,6,2,5,5,4,1,4,0,0,1,2,1,0
20203,Avoca, Wicklow ,320421,180111,4,3,6,4,2,11,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,11,20,14,8,15,9,23,21,19,14,24,12,2,0,0,0,0,1,3,4,1,0,2,1,1,0,1,0,0,0,6,8,5,12,10,10,3,5,2,0,6,3,0,0,1,0,0,0
20162,Baltinglass, Wicklow ,286795,188319.01,25,25,20,25,33,26,22,29,6,5,1,3,0,0,0,0,0,0,1,0,3,1,2,0,40,55,55,44,43,33,77,72,73,52,68,51,11,4,7,3,9,4,28,13,15,9,12,8,6,5,2,3,2,4,38,43,34,39,33,18,34,43,15,25,17,6,10,11,13,9,3,2
20163,Blessington, Wicklow ,298103,214283,34,19,17,34,33,19,41,22,19,12,11,14,0,1,1,0,0,1,1,0,3,2,2,2,55,52,69,35,69,68,170,180,179,197,148,133,12,9,9,10,6,1,83,22,26,26,27,29,7,3,2,5,1,1,83,89,59,66,50,54,62,52,36,35,38,31,6,1,1,0,2,1
2040,Bray, Wicklow ,326982,218126,157,168,147,117,134,127,101,61,62,58,50,52,0,0,2,0,1,0,32,35,25,26,17,17,368,296,367,227,227,252,813,777,773,721,733,680,45,66,50,40,53,50,187,290,293,312,229,292,47,54,54,64,28,39,511,493,364,363,299,219,600,513,477,403,407,289,133,152,140,117,148,203
20184,Carnew, Wicklow ,301985,163180,9,10,11,7,4,9,4,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,18,41,30,35,21,6,17,29,23,32,14,19,1,2,0,3,5,0,2,6,4,6,0,2,1,0,2,0,0,0,22,20,12,16,10,7,4,10,5,10,2,5,0,1,1,0,0,0
20164,Dunlavin, Wicklow ,287139,201660,7,10,5,6,5,5,1,4,2,2,0,3,0,0,0,0,0,1,0,0,2,1,0,0,15,15,18,25,21,14,28,32,23,13,21,7,2,0,0,0,0,0,1,2,3,2,0,1,0,1,1,0,0,0,13,9,16,5,4,4,11,17,8,7,3,7,0,0,2,0,0,0
2041,Enniskerry, Wicklow ,322397,217190,4,4,4,8,5,4,6,3,3,2,1,0,0,0,0,0,0,0,2,3,2,0,2,0,32,44,17,26,30,27,97,77,73,88,75,56,1,3,0,2,1,2,9,11,3,16,2,7,1,8,1,1,0,0,67,42,25,35,21,25,6,8,3,9,14,5,0,3,0,2,1,1
2043,Greystones, Wicklow ,329636,212550,52,52,74,55,40,46,34,24,19,21,12,14,1,1,0,1,0,0,14,5,4,7,7,2,211,177,189,121,139,160,333,286,294,256,371,380,21,31,22,36,29,9,45,37,42,59,32,39,8,13,13,3,6,9,207,139,89,106,104,98,119,114,78,66,62,36,2,5,4,4,15,4
20202,Newtownmountkennedy, Wicklow ,326690,206784,9,11,11,15,16,18,9,7,7,5,3,8,0,0,0,0,0,0,1,0,2,1,3,1,49,57,59,48,34,37,53,53,74,59,83,41,1,1,5,6,8,3,22,23,19,12,15,20,3,4,8,2,2,6,29,35,47,25,36,29,13,24,17,20,20,19,3,2,5,2,3,3
20201,Rathdrum, Wicklow ,319306,188123,14,14,10,16,11,18,13,5,4,5,2,2,0,0,0,0,0,0,2,1,0,1,1,3,24,39,24,13,23,33,71,84,71,104,81,92,1,3,3,3,5,2,12,8,19,3,11,12,2,1,3,3,2,2,37,27,28,40,32,38,25,23,14,17,20,18,0,0,1,0,1,0
20204,Roundwood, Wicklow ,319065,202820,6,15,11,10,14,10,4,5,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,12,28,11,14,16,21,114,87,67,116,89,68,2,2,5,3,2,3,16,17,18,14,9,38,1,1,1,1,2,2,29,32,27,39,37,34,8,6,2,8,12,7,0,0,0,1,0,3
20167,Shillelagh, Wicklow ,298794,168019,5,4,2,4,9,2,2,3,4,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,18,22,20,33,8,10,19,31,29,13,16,18,0,1,0,0,1,0,2,3,7,3,1,0,0,1,1,0,0,0,6,8,9,10,4,1,1,3,4,3,0,2,0,0,0,0,0,0
20168,Tinahely, Wicklow ,303300,172806,4,3,5,5,6,9,5,3,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,26,18,24,18,14,9,20,22,10,12,9,0,1,2,0,1,1,0,0,2,2,0,2,0,1,0,1,2,1,8,24,12,8,10,2,2,5,3,5,3,3,0,0,0,0,0,2
20199,Wicklow, Wicklow ,331516,194057,79,78,87,74,72,43,35,25,26,31,23,25,1,0,1,1,0,1,9,2,2,2,3,3,70,113,118,60,101,64,216,227,190,193,254,173,18,66,37,24,13,19,76,85,99,67,74,58,25,15,17,9,8,5,152,117,103,98,96,60,257,244,185,134,130,117,23,20,13,12,25,28
